firstname,lastname,ssn,mciid,county,dobyy,dobmm,dobdd,suffix,referralid,referraltype,dob,dt_referral
SANDA,ANDERSON,584436586.0,80843.0,51,1980.0,5.0,3.0,,B004995,GPS,1980-05-03,2019-08-04
THOMAS,CARTER,603258468.0,64631.0,46,1977.0,10.0,3.0,,B046931,CPS,1977-10-03,2021-04-13
JAMES,SMITH,254355119.0,62320.0,21,1985.0,1.0,12.0,,B026733,CPS,1985-01-12,2019-10-27
TORRES,WILLIAM,692707669.0,7880.0,50,1999.0,9.0,17.0,,B034763,GPS,1999-09-17,2021-12-15
ELIZABEHT,WASHINGTON,904182037.0,30391.0,41,1978.0,1.0,2.0,,B018696,CPS,1978-01-02,2018-07-06
TLYER,LEE,604623738.0,19566.0,6,1995.0,7.0,10.0,,B027130,CPS,1995-07-10,2020-03-01
SUSAN,GARCIA,942047713.0,11759.0,41,1983.0,3.0,2.0,,U010758,CPS,1983-03-02,2022-12-15
AMBER,ENLSON,183383980.0,77101.0,9,1993.0,10.0,21.0,,B075531,CPS,1993-10-21,2021-07-13
MARY,BROWN,623460923.0,,60,1960.0,11.0,15.0,,B042147,GPS,1960-11-15,2018-05-05
KIMBKERLY,WASHINGTON,262518403.0,44281.0,11,1991.0,6.0,17.0,,B064606,CPS,1991-06-17,2022-09-24
JAMEK,CARLSON,692420956.0,73315.0,62,1995.0,11.0,6.0,,B025847,GPS,1995-11-06,2021-12-24
RNUSSELL,SULLIVAN,175953727.0,40817.0,61,1969.0,12.0,10.0,,B059356,GPS,1969-12-10,2021-11-13
LINDA,BAILENY,763227904.0,52246.0,15,2001.0,4.0,24.0,,B051968,GPS,2001-04-24,2021-03-06
MARTIN,MARY,605260662.0,60233.0,25,1987.0,10.0,2.0,,B065118,CPS,1987-10-02,2022-01-11
JAMES,WASHINGTON,691047484.0,10924.0,43,1974.0,4.0,5.0,,U009923,GPS,1974-04-05,2021-04-09
MELISSA,JOHNSON,705376529.0,20462.0,39,1961.0,6.0,19.0,,B064278,CPS,1961-06-19,2021-04-09
NICOLE,PETES,444015515.0,90243.0,14,1999.0,9.0,12.0,,B072774,GPS,1999-09-12,2020-05-28
JAMES,HENRY,226360993.0,72883.0,2,1970.0,10.0,21.0,,B019197,GPS,1970-10-21,2021-12-06
KATHERINE,CASTILLO,637200789.0,43759.0,12,1971.0,2.0,25.0,,B054394,GPS,1971-02-25,2022-10-19
MATIN,PORTER,402804403.0,33614.0,8,1975.0,11.0,12.0,,B073001,GPS,1975-11-12,2018-08-06
ELIZABETH,HARRIS,839680833.0,35595.0,26,2000.0,4.0,16.0,3.0,B008408,CPS,2000-04-16,2022-11-19
DONALD,ROGERS,516883270.0,100808.0,19,1971.0,9.0,8.0,,B039114,GPS,1971-09-08,2018-11-24
HAROLD,FRAZIER,456387153.0,60240.0,35,1977.0,12.0,13.0,,B053401,CPS,1977-12-13,2019-05-04
AMY,NORRIS,964701557.0,11884.0,5,1982.0,10.0,3.0,,B024988,CPS,1982-10-03,2020-06-24
JENNIFER,ROSS,734416845.0,13859.0,58,1971.0,1.0,11.0,,U012858,CPS,1971-01-11,2020-01-24
MATTHEW,SMITH,544300732.0,16019.0,29,1965.0,5.0,19.0,,B069523,CPS,1965-05-19,2022-12-19
CHRISTOPHER,GRAVES,476143702.0,84158.0,35,1977.0,6.0,12.0,2.0,B054031,GPS,1977-06-12,2018-01-16
ROBERT,GRANBT,120090309.0,54815.0,21,1964.0,11.0,23.0,,B062065,GPS,1964-11-23,2019-02-06
RAYMOND,FISHER,251686649.0,6187.0,23,1963.0,11.0,13.0,,U005186,GPS,1963-11-13,2018-12-01
FRANK,CLARK,,58582.0,32,1989.0,4.0,19.0,,B038129,CPS,1989-04-19,2021-03-27
ROGER,LOPEZ,153123233.0,15487.0,57,1974.0,12.0,17.0,,U014486,CPS,1974-12-17,2018-02-27
MATGHEW,PIERCE,246254891.0,55144.0,53,1974.0,12.0,25.0,,B060398,GPS,1974-12-25,2022-11-22
JUIE,GARZA,287569647.0,86609.0,1,1973.0,6.0,9.0,,B072143,CPS,1973-06-09,2021-02-05
SMITH,JAMES,213205908.0,37545.0,51,1960.0,2.0,16.0,,B006635,CPS,1960-02-16,2022-05-22
KENNETH,POWELL,,7738.0,4,1971.0,2.0,2.0,,B057493,GPS,1971-02-02,2022-07-03
BARBARA,WARREN,104517833.0,85706.0,7,1997.0,4.0,9.0,,B069247,GPS,1997-04-09,2020-11-08
GONZALEZ,NANCY,929981576.0,28872.0,30,1998.0,4.0,28.0,,B056702,CPS,1998-04-28,2018-10-04
JAMES,SMITH,933331267.0,,18,2001.0,7.0,17.0,,B053638,GPS,2001-07-17,2021-05-24
SUSAN,PETERSON,647020103.0,79160.0,32,1988.0,1.0,18.0,,B044536,CPS,1988-01-18,2019-08-25
THOMAS,JOHNSON,562735053.0,13952.0,41,1961.0,2.0,26.0,,U012951,GPS,1961-02-26,2022-09-19
JAMES,KELLEY,429288083.0,,50,1963.0,4.0,9.0,2.0,B080261,CPS,1963-04-09,2018-05-06
PATRICIA,SCHMIDT,634625756.0,38951.0,14,1989.0,2.0,11.0,,B072691,CPS,1989-02-11,2018-06-26
PATRICIA,LONG,884001718.0,10432.0,36,1986.0,4.0,19.0,,U009431,GPS,1986-04-19,2020-03-09
LINDA,WLOFE,582547692.0,24794.0,35,1974.0,7.0,17.0,2.0,B052017,GPS,1974-07-17,2022-07-18
STTVEN,RAMIREZ,850731754.0,74054.0,53,1965.0,5.0,3.0,,B061424,GPS,1965-05-03,2021-12-22
JASON,WILLIAMS,224674195.0,31851.0,38,1973.0,4.0,3.0,,B006281,GPS,1973-04-03,2020-12-14
STEPHENS,BARBARA,475671988.0,21269.0,49,1984.0,5.0,14.0,,B006460,CPS,1984-05-14,2022-08-01
RAYMND,JENKINS,561924837.0,59158.0,38,1989.0,5.0,2.0,,B068557,CPS,1989-05-02,2022-01-19
SAMUEL,BROWN,552619275.0,,59,1967.0,4.0,6.0,,B048445,GPS,1967-04-06,2021-12-15
JENNIFER,MOORE,420565730.0,85255.0,56,1969.0,2.0,22.0,,B014647,GPS,1969-02-22,2022-05-12
ELIZABETH,MORALES,802235809.0,68649.0,42,1998.0,3.0,18.0,,B039358,CPS,1998-03-18,2020-02-21
JAMES,KELLY,684589973.0,10160.0,4,1982.0,8.0,11.0,,U009159,CPS,1982-08-11,2021-03-20
KAREN,PEREZ,299342313.0,6089.0,8,1965.0,12.0,6.0,,U005088,CPS,1965-12-06,2022-09-19
LAURA,ROBERTSON,668981310.0,2422.0,10,1972.0,7.0,23.0,,U001421,CPS,1972-07-23,2018-06-07
KAREN,HILL,164477046.0,12307.0,1,1994.0,3.0,2.0,,U011306,GPS,1994-03-02,2020-07-16
ARGARET,BROWN,435549378.0,65098.0,36,1964.0,11.0,28.0,,B044807,GPS,1964-11-28,2019-12-10
PAUL,TORRES,495473536.0,98796.0,22,1989.0,5.0,16.0,,B061631,CPS,1989-05-16,2018-04-23
CUNNINGHAM,LISA,767840419.0,13233.0,63,1970.0,6.0,27.0,,B022617,GPS,1970-06-27,2019-07-03
JOSEPH,MENDOZA,544267606.0,75796.0,9,1967.0,8.0,4.0,,B074407,GPS,1967-08-04,2022-09-05
SMITH,ANDREW,657477159.0,98084.0,61,1999.0,8.0,16.0,,B044180,GPS,1999-08-16,2019-01-27
GREGORY,DELGADO,201216637.0,77280.0,4,1985.0,9.0,9.0,,B043293,CPS,1985-09-09,2022-07-11
RONALD,RAMOS,351115365.0,67045.0,11,2003.0,4.0,2.0,,B017392,GPS,2003-04-02,2021-12-16
LEWIS,JAMES,601251063.0,91813.0,10,2000.0,2.0,15.0,,B067499,CPS,2000-02-15,2020-09-10
WRIGHT,KATHERINE,996665258.0,92338.0,7,1981.0,8.0,20.0,,B051572,CPS,1981-08-20,2020-09-04
TURNER,ANTHONY,374965830.0,8056.0,62,1960.0,5.0,3.0,,B030115,GPS,1960-05-03,2019-10-17
JAMES,NASH,928406060.0,13397.0,50,2002.0,2.0,26.0,,B015586,GPS,2002-02-26,2022-03-04
CHARLES,SULLIVAN,106256048.0,8428.0,22,1997.0,10.0,5.0,,U007427,GPS,1997-10-05,2022-10-22
JAMES,OLSON,107107236.0,8841.0,6,1984.0,1.0,6.0,,B041593,GPS,1984-01-06,2018-12-21
RODRIGUEZ,JOHNNY,729554180.0,18467.0,54,1977.0,1.0,19.0,,B035646,GPS,1977-01-19,2020-12-06
HILL,VINCENT,551090553.0,16986.0,14,1997.0,4.0,2.0,,B048144,CPS,1997-04-02,2018-11-13
JENNIFER,MARTINEZ,919791010.0,43800.0,19,1971.0,2.0,8.0,,B076009,CPS,1971-02-08,2020-03-04
MARIA,COOK,782478781.0,,16,1995.0,10.0,11.0,,B067317,GPS,1995-10-11,2021-10-22
CHERY,DAVIS,192686528.0,44183.0,16,2004.0,1.0,27.0,,B051139,CPS,2004-01-27,2019-01-06
HELEN,FERGUSON,202971590.0,54428.0,46,1983.0,2.0,15.0,,B017103,GPS,1983-02-15,2021-08-17
OBERT,JOHNSON,803707736.0,67607.0,22,1967.0,8.0,27.0,,B041464,GPS,1967-08-27,2020-01-05
EDWARFD,JOHNSON,945603251.0,53924.0,51,1985.0,6.0,5.0,,B040338,CPS,1985-06-05,2022-05-12
SNDRA,SCHMIDT,801984585.0,94002.0,57,1999.0,4.0,20.0,,B050951,GPS,1999-04-20,2020-04-20
JOSEPH,WALKER,677567224.0,13543.0,29,1971.0,6.0,10.0,,U012542,GPS,1971-06-10,2020-09-26
JAMES,GARCIA,118084967.0,23156.0,66,1980.0,8.0,14.0,,B051329,GPS,1980-08-14,2019-01-10
RUSSELL,RODRIGUEZ,386835530.0,2567.0,59,1982.0,2.0,21.0,,U001566,CPS,1982-02-21,2020-06-25
CHARLES,ELIOTT,394055942.0,88223.0,14,2000.0,8.0,19.0,,B004842,GPS,2000-08-19,2021-12-18
LIDA,RODRIGUEZ,358564479.0,8478.0,24,1993.0,2.0,19.0,,B074467,CPS,1993-02-19,2022-06-18
WILLIAM,MYERS,805415625.0,54018.0,33,1978.0,2.0,1.0,,B055975,CPS,1978-02-01,2018-03-05
MARY,WILSOWN,724847033.0,42320.0,23,1961.0,4.0,14.0,,B078346,CPS,1961-04-14,2020-07-01
WAYNE,HOWARD,525878497.0,66798.0,18,1993.0,7.0,23.0,,B071417,CPS,1993-07-23,2020-05-03
JOSEPH,DOUGLAS,156266862.0,98427.0,28,1964.0,6.0,20.0,,B081856,CPS,1964-06-20,2021-07-16
JMFFREY,JONES,932255676.0,78063.0,24,1967.0,11.0,12.0,,B083065,CPS,1967-11-12,2021-07-16
WHITE,JUDY,149079968.0,88501.0,4,1974.0,6.0,27.0,,B054209,CPS,1974-06-27,2022-11-04
PATRICGA,HUGHES,438117034.0,43709.0,48,1995.0,11.0,26.0,,B029439,CPS,1995-11-26,2019-07-18
JANICE,REED,710688813.0,82238.0,59,1992.0,6.0,17.0,,B017343,GPS,1992-06-17,2019-11-14
SAMUEL,LOPEZ,791562642.0,17163.0,10,1974.0,10.0,5.0,1.0,B002194,CPS,1974-10-05,2020-09-03
PATRICEA,ALLEN,342099270.0,33786.0,24,1970.0,5.0,3.0,,B021049,GPS,1970-05-03,2020-09-03
CLARENCE,JOHNSON,162038444.0,70557.0,66,1993.0,1.0,17.0,2.0,B067022,CPS,1993-01-17,2022-12-21
KENNETH,SVITH,114147341.0,58952.0,30,1970.0,5.0,3.0,,B067654,CPS,1970-05-03,2021-06-17
GUTIERREZ,ERIC,921375425.0,61739.0,37,1995.0,5.0,12.0,,B008030,GPS,1995-05-12,2019-06-12
ABIGAIL,GARCIA,240153521.0,88239.0,2,1977.0,9.0,13.0,,B015738,CPS,1977-09-13,2018-06-23
MARY,SMITH,107032873.0,80629.0,42,1990.0,11.0,13.0,,B006582,CPS,1990-11-13,2022-09-13
EMILY,SMITH,801696450.0,76586.0,67,1960.0,8.0,18.0,,B056099,CPS,1960-08-18,2021-07-06
NATHAN,GOMEZ,295183261.0,28380.0,2,1969.0,2.0,20.0,,B004489,GPS,1969-02-20,2020-01-22
JOSHUA,BROWN,291146271.0,12911.0,17,1982.0,4.0,24.0,,U011910,GPS,1982-04-24,2018-10-17
PATRICA,SNYDER,840584187.0,61386.0,19,1999.0,8.0,18.0,,B023467,CPS,1999-08-18,2019-12-27
HUDSON,SUSAN,442008789.0,62111.0,23,1978.0,5.0,18.0,,B026782,GPS,1978-05-18,2022-05-23
ALBERT,WIKLIAMS,655169418.0,24411.0,27,1999.0,1.0,18.0,,B044558,CPS,1999-01-18,2018-08-28
JENNIFER,MEYER,151282924.0,,59,1988.0,10.0,26.0,,B032282,CPS,1988-10-26,2021-02-18
AUSTIN,MORALES,113501322.0,10554.0,61,1971.0,3.0,9.0,,U009553,CPS,1971-03-09,2020-06-08
JAMSE,NGUYEN,421062763.0,90541.0,61,1991.0,12.0,8.0,,B008687,CPS,1991-12-08,2020-04-03
AMRY,DIXON,895433860.0,82829.0,13,1968.0,8.0,26.0,,B076357,GPS,1968-08-26,2020-06-17
LAURA,DAVIS,,99300.0,9,1967.0,8.0,21.0,,B065885,GPS,1967-08-21,2018-05-07
KATHERINE,BAILEY,106112749.0,91696.0,16,1979.0,7.0,15.0,,B023534,CPS,1979-07-15,2018-05-10
THOMAS,REYES,705997480.0,80673.0,23,1988.0,12.0,25.0,,B037138,GPS,1988-12-25,2022-08-18
SOPHI,RYAN,605470376.0,57290.0,9,1971.0,12.0,8.0,,B061946,GPS,1971-12-08,2022-11-17
REBECCA,TURNER,299283098.0,27029.0,49,1999.0,8.0,12.0,,B017791,CPS,1999-08-12,2022-02-11
GREGORY,GREEN,853034684.0,77163.0,30,1982.0,9.0,9.0,,B039185,CPS,1982-09-09,2018-08-14
JAMEVS,GONZALEZ,983880302.0,27583.0,15,1999.0,9.0,22.0,,B040801,CPS,1999-09-22,2021-03-14
ROBERT,ROBERTSON,178521957.0,25448.0,44,1963.0,12.0,17.0,,B037227,CPS,1963-12-17,2020-07-20
AJMES,THOMAS,639303407.0,88144.0,35,1960.0,11.0,11.0,,B079113,CPS,1960-11-11,2020-12-25
MARY,HALL,867612067.0,20094.0,24,1980.0,8.0,5.0,,B004481,CPS,1980-08-05,2022-09-14
BRENDA,KINNG,636631211.0,76210.0,58,1984.0,2.0,23.0,,B031937,CPS,1984-02-23,2021-07-21
JEFFEY,EVANS,477377109.0,40106.0,18,1985.0,10.0,13.0,,B064073,CPS,1985-10-13,2021-07-13
JAMES,JOHNSON,477116274.0,,14,1982.0,5.0,11.0,,B050197,CPS,1982-05-11,2019-07-12
WILLIAM,JOHNSON,443392222.0,100992.0,34,1966.0,9.0,4.0,,B021493,CPS,1966-09-04,2018-08-23
TAREN,CHAVEZ,107903972.0,48150.0,4,1969.0,10.0,27.0,,B045961,GPS,1969-10-27,2021-10-04
HAROD,RUIZ,380090035.0,3377.0,53,1961.0,5.0,9.0,,B006339,CPS,1961-05-09,2019-12-14
MARY,NICHOLS,676529243.0,3597.0,31,1963.0,6.0,12.0,,U002596,CPS,1963-06-12,2020-02-19
ROBERT,JOHNSON,547248997.0,83351.0,60,1975.0,6.0,4.0,,B082775,CPS,1975-06-04,2018-12-27
BRIAN,JIMENEZ,299529092.0,7217.0,49,1962.0,6.0,14.0,,B019754,GPS,1962-06-14,2019-10-07
RALPH,NGUYEN,518992672.0,6489.0,22,1970.0,2.0,6.0,,U005488,GPS,1970-02-06,2019-03-01
JENNIFER,BSENNETT,831696122.0,67901.0,22,1975.0,7.0,15.0,,B034644,CPS,1975-07-15,2020-02-13
LAURA,MARTIN,702726683.0,4714.0,41,1993.0,6.0,8.0,,U003713,GPS,1993-06-08,2019-01-13
DONALD,BARNES,432947558.0,16278.0,29,1964.0,8.0,15.0,,B059495,GPS,1964-08-15,2018-04-01
MARY,MARTINEZ,235790470.0,81019.0,21,1971.0,6.0,3.0,,B050842,GPS,1971-06-03,2018-09-08
ELIZCBETH,PIERCE,992474529.0,29374.0,15,1991.0,12.0,19.0,,B057720,GPS,1991-12-19,2020-08-26
JUDTH,ROGERS,526947103.0,82549.0,11,2002.0,7.0,17.0,,B006227,GPS,2002-07-17,2022-08-11
ROBCERT,SNYDER,394806954.0,7752.0,3,1972.0,3.0,23.0,,B010287,CPS,1972-03-23,2021-03-24
JAMES,POTER,695901036.0,54195.0,30,1980.0,10.0,16.0,,B050592,GPS,1980-10-16,2020-05-01
HENRY,OLIVIA,155375310.0,72649.0,31,1973.0,4.0,27.0,,B003462,CPS,1973-04-27,2018-11-27
PATRICIA,THOMPSON,757315048.0,86099.0,23,2002.0,5.0,17.0,,B074863,GPS,2002-05-17,2022-01-18
GOMEZ,MARGARET,336058062.0,60726.0,52,2002.0,4.0,5.0,,B080322,GPS,2002-04-05,2018-08-28
PAUL,RUSSELL,293030200.0,22765.0,10,1982.0,8.0,27.0,,B035628,GPS,1982-08-27,2022-12-17
TIMOTHY,GARCIA,629975353.0,18416.0,16,1963.0,8.0,28.0,,B028889,CPS,1963-08-28,2020-03-19
ROBERT,THOMPSON,937252067.0,66044.0,62,1960.0,1.0,1.0,,B054388,GPS,1960-01-01,2018-11-18
EVELYN,KELLY,384658788.0,23585.0,33,1977.0,2.0,3.0,,B052218,CPS,1977-02-03,2021-02-23
LAURA,HERNANDEZ,990247948.0,1394.0,25,2000.0,10.0,14.0,,U000393,CPS,2000-10-14,2020-10-16
RONALD,HOWE,627949150.0,6887.0,48,1963.0,12.0,8.0,1.0,U005886,CPS,1963-12-08,2022-10-15
STEVEN,BARNES,469654697.0,5240.0,16,2003.0,11.0,18.0,,B076197,GPS,2003-11-18,2020-07-27
JOBEPH,PATEL,667903494.0,93892.0,24,1966.0,3.0,11.0,,B052880,GPS,1966-03-11,2020-06-22
ANTHONY,EDWARDS,,71950.0,63,2003.0,12.0,20.0,,B066427,CPS,2003-12-20,2021-07-17
JOHN,BEL,771189386.0,5358.0,22,2002.0,4.0,17.0,,B048532,GPS,2002-04-17,2021-12-04
DAVID,MARNTIN,561988953.0,57306.0,36,1984.0,2.0,16.0,,B070891,CPS,1984-02-16,2021-06-21
GRACE,RODRIGUEZZ,174302689.0,61251.0,65,1965.0,1.0,2.0,,B020005,CPS,1965-01-02,2021-08-13
MAHRY,MOORE,847440789.0,12961.0,2,1988.0,6.0,15.0,,B036512,CPS,1988-06-15,2018-03-07
LONG,FRANCES,310004687.0,96467.0,36,2001.0,6.0,13.0,1.0,B033920,CPS,2001-06-13,2021-08-19
LISA,DAVIS,628435352.0,78865.0,31,1980.0,9.0,12.0,,B013960,GPS,1980-09-12,2019-02-05
MAR,MOORE,329017900.0,76915.0,51,1986.0,2.0,22.0,,B028980,GPS,1986-02-22,2018-03-15
RCAHEL,MARTINEZ,857606634.0,70655.0,11,1994.0,11.0,4.0,,B053146,CPS,1994-11-04,2022-10-03
STEVEN,JACKSON,702044912.0,11990.0,61,1987.0,6.0,13.0,,B043757,GPS,1987-06-13,2020-10-21
MICHAEL,OLSON,368821093.0,,12,1994.0,10.0,26.0,,B057863,GPS,1994-10-26,2022-04-17
ROBERT,STEWART,190250808.0,9768.0,52,2002.0,5.0,19.0,3.0,U008767,CPS,2002-05-19,2020-01-01
LISA,BERRY,358363288.0,93517.0,12,1960.0,2.0,19.0,,B034907,GPS,1960-02-19,2020-06-09
JIMMY,BRWN,142887528.0,30728.0,34,1962.0,1.0,21.0,,B065832,CPS,1962-01-21,2021-11-04
JAMES,ADAMS,371787154.0,98456.0,67,1996.0,5.0,8.0,,B022146,GPS,1996-05-08,2019-12-07
WILLIAM,MARTINEZ,172273452.0,93165.0,42,1971.0,4.0,19.0,,B039073,GPS,1971-04-19,2020-11-14
JAME,BRADLEY,659225397.0,84687.0,34,1961.0,8.0,8.0,,B005010,GPS,1961-08-08,2022-01-13
CHRISTOPHER,BREWER,349893987.0,2794.0,1,1992.0,10.0,26.0,,U001793,CPS,1992-10-26,2021-07-09
MARY,JONES,991165376.0,84852.0,28,1994.0,6.0,13.0,,B068280,CPS,1994-06-13,2020-10-01
GABRIEL,LEE,687828221.0,5294.0,31,1991.0,7.0,6.0,,U004293,GPS,1991-07-06,2019-11-19
RICHARD,SMITH,256428032.0,,30,1981.0,3.0,15.0,,B019244,CPS,1981-03-15,2022-06-21
JOSEPH,AGRDNER,149425194.0,72969.0,32,1962.0,6.0,17.0,,B044311,CPS,1962-06-17,2021-09-16
HEATHER,MARINEZ,408159423.0,50475.0,35,1982.0,1.0,22.0,,B024242,GPS,1982-01-22,2019-11-10
DIANA,BAKER,990256323.0,40061.0,52,1960.0,6.0,24.0,,B084423,CPS,1960-06-24,2022-03-22
PETER,COX,899430661.0,3244.0,61,1975.0,6.0,19.0,,U002243,CPS,1975-06-19,2018-12-07
ELIZABETH,JOHNSON,684118428.0,51169.0,61,1996.0,11.0,21.0,,B030501,GPS,1996-11-21,2018-09-15
CHARLES,THOMPSON,927015359.0,94970.0,25,2001.0,6.0,10.0,,B007042,GPS,2001-06-10,2018-03-04
KAREN,WILLIAMS,639787665.0,74103.0,55,1996.0,10.0,9.0,,B070104,GPS,1996-10-09,2021-12-11
JAMES,JENKINS,367743077.0,3718.0,13,1983.0,3.0,16.0,,U002717,CPS,1983-03-16,2018-08-28
DANIEL,ADAMS,988648090.0,68221.0,37,1964.0,12.0,13.0,,B057197,GPS,1964-12-13,2020-06-08
EDWARD,WILSON,233290620.0,9816.0,64,1975.0,5.0,8.0,,U008815,CPS,1975-05-08,2021-12-20
BETTY,WARREN,123236201.0,11789.0,3,2000.0,4.0,21.0,,U010788,CPS,2000-04-21,2020-09-28
RICHARD,PETERS,697157308.0,18577.0,13,1976.0,4.0,9.0,,B048560,CPS,1976-04-09,2020-12-18
OLIVIA,MARSHALL,,38420.0,39,1971.0,6.0,5.0,,B005455,GPS,1971-06-05,2022-05-22
JONATHAN,BENNETT,268784424.0,89362.0,6,2003.0,5.0,24.0,,B077070,GPS,2003-05-24,2019-10-05
JAMES,MURPHY,222274568.0,,30,1965.0,2.0,18.0,2.0,B046043,CPS,1965-02-18,2021-08-12
TYLER,SANDERS,119776903.0,36018.0,23,1974.0,3.0,12.0,,B025547,GPS,1974-03-12,2019-06-18
JAMEAS,THOMAS,947034673.0,61190.0,22,1984.0,3.0,4.0,,B039580,GPS,1984-03-04,2021-06-26
FOX,AMY,903816480.0,97476.0,20,1963.0,1.0,19.0,,B067096,CPS,1963-01-19,2022-02-20
JAMES,BREWER,437457858.0,,57,1987.0,7.0,18.0,,B021528,CPS,1987-07-18,2018-12-22
BETTY,OALLEN,519079585.0,19825.0,41,1995.0,3.0,8.0,,B074950,CPS,1995-03-08,2021-07-01
LINDA,SCOTT,132335365.0,12120.0,17,1982.0,8.0,17.0,,U011119,GPS,1982-08-17,2021-02-22
MAYR,LYNCH,687729861.0,13482.0,49,1963.0,11.0,7.0,,B060201,GPS,1963-11-07,2018-02-27
JOSEPH,STEPHENS,382291000.0,9822.0,53,1994.0,5.0,19.0,,U008821,CPS,1994-05-19,2021-11-03
ERIC,RODRIGUEZ,428025467.0,3330.0,8,1976.0,10.0,17.0,,B032558,GPS,1976-10-17,2020-11-03
RICHARD,ODRIGUEZ,920267508.0,43144.0,43,1972.0,12.0,22.0,,B047554,CPS,1972-12-22,2018-05-05
JOYCE,BROWN,275062709.0,54775.0,21,1960.0,3.0,1.0,,B030132,CPS,1960-03-01,2020-03-12
JEESSE,JIMENEZ,376936571.0,31694.0,21,1981.0,4.0,7.0,,B021505,GPS,1981-04-07,2020-07-28
JENNIFER,OLSON,180067925.0,84921.0,53,1966.0,6.0,11.0,2.0,B038996,GPS,1966-06-11,2020-05-02
RACHL,COOPER,858798310.0,63869.0,36,1989.0,2.0,25.0,,B026036,CPS,1989-02-25,2022-05-08
JONATHAN,WOOD,898875722.0,,36,1987.0,5.0,3.0,,B069916,GPS,1987-05-03,2021-09-09
JAMES,RILEY,472978417.0,14474.0,37,1978.0,6.0,24.0,,U013473,GPS,1978-06-24,2018-06-18
WILLIM,RUSSELL,839716300.0,9123.0,45,1963.0,8.0,16.0,,B044089,GPS,1963-08-16,2019-03-14
RICHARD,RIVERA,965602396.0,2675.0,16,1983.0,9.0,19.0,,U001674,GPS,1983-09-19,2021-09-03
SANDRA,VSMITH,897939323.0,15808.0,67,2000.0,9.0,28.0,,B045598,CPS,2000-09-28,2019-03-13
JAMES,JOHNSSON,950778978.0,95383.0,45,1998.0,3.0,19.0,,B073094,GPS,1998-03-19,2018-08-05
PATRICIA,SMIHT,138073915.0,37513.0,56,1971.0,2.0,13.0,,B029409,GPS,1971-02-13,2018-04-03
CHRISTOPHER,LEWIS,762822628.0,28063.0,12,1965.0,7.0,27.0,3.0,B084071,GPS,1965-07-27,2021-10-02
MICHAEL,SPENCER,393632955.0,88620.0,29,2002.0,1.0,6.0,,B083419,GPS,2002-01-06,2021-03-15
DONALD,GARCI,877398304.0,21561.0,14,1982.0,5.0,3.0,,B010197,CPS,1982-05-03,2019-05-12
CARL,KING,882849280.0,,1,1977.0,11.0,19.0,,B007530,GPS,1977-11-19,2021-11-11
JNMES,ROBINSON,714162611.0,53728.0,65,1962.0,8.0,26.0,,B061180,GPS,1962-08-26,2018-10-11
JAMES,GREEN,834029809.0,2853.0,9,1967.0,2.0,14.0,,U001852,GPS,1967-02-14,2021-05-28
ALVAREZ,THOMAS,806698663.0,96621.0,49,2004.0,7.0,16.0,2.0,B063707,GPS,2004-07-16,2021-08-16
KIMBERLY,JOHNSON,,65339.0,36,1984.0,6.0,11.0,,B069441,CPS,1984-06-11,2020-01-10
NICOLE,MARTINEZ,898859907.0,9165.0,27,1973.0,6.0,17.0,2.0,B075549,CPS,1973-06-17,2018-01-10
TAYLOR,DANIEL,416275604.0,34510.0,67,1965.0,4.0,14.0,,B033780,GPS,1965-04-14,2021-12-25
LINDA,BUTLER,,41661.0,2,1980.0,4.0,5.0,,B075996,GPS,1980-04-05,2018-06-04
SANDRA,DIAZ,617494366.0,38417.0,33,1969.0,12.0,1.0,,B062783,GPS,1969-12-01,2018-11-15
BARBARA,HERNANDEZ,912886433.0,75903.0,22,1966.0,4.0,8.0,,B019174,CPS,1966-04-08,2022-11-24
MARY,JONOES,936266518.0,91138.0,12,1997.0,2.0,24.0,,B067407,GPS,1997-02-24,2020-02-15
NELSON,DEBORAH,445751133.0,1415.0,46,1979.0,3.0,15.0,3.0,B028539,GPS,1979-03-15,2022-07-12
CATHERINE,POTTEY,220011685.0,39079.0,50,1967.0,6.0,27.0,,B083845,GPS,1967-06-27,2020-11-26
KIMBERLY,HART,971014433.0,42332.0,23,1976.0,11.0,21.0,,B028559,CPS,1976-11-21,2018-12-04
STEPHANIE,FISHER,748251664.0,13958.0,67,1992.0,4.0,15.0,,U012957,CPS,1992-04-15,2018-02-27
RAMIREZ,AMANDA,627091321.0,16368.0,43,1992.0,10.0,14.0,,B023128,CPS,1992-10-14,2020-01-25
ARTHUR,NGYUEN,324916019.0,5212.0,22,1977.0,9.0,15.0,,B006381,GPS,1977-09-15,2020-03-20
ZACHADRY,BROWN,691886088.0,49513.0,3,1987.0,9.0,27.0,,B075744,CPS,1987-09-27,2021-02-04
DONALD,MARTIN,296967681.0,60185.0,27,2001.0,1.0,10.0,,B040036,GPS,2001-01-10,2018-10-22
FOSTER,DEBRA,181432545.0,70314.0,32,1994.0,3.0,2.0,,B056772,GPS,1994-03-02,2021-04-12
JAMES,RODRIGUEZ,508874147.0,1735.0,7,1989.0,5.0,22.0,,U000734,GPS,1989-05-22,2020-05-23
KAMHERINE,LOPEZ,412830529.0,37297.0,50,1966.0,8.0,12.0,,B028217,CPS,1966-08-12,2021-08-12
EJAMES,PARKER,159787010.0,14910.0,52,1987.0,6.0,15.0,,B059953,GPS,1987-06-15,2019-04-27
