firstname,lastname,ssn,mciid,county,dobyy,dobmm,dobdd,suffix,referralid,referraltype,dob,dt_referral,true_entity_id,bin1,bin2
MARY,ANDERSON,108451107.0,2196.0,48,1979.0,6.0,3.0,,A001195,CPS,1979-06-03,2021-10-08,1195,1,0
MARY,MORRIS,560800654.0,2197.0,52,1993.0,5.0,15.0,,A001196,CPS,1993-05-15,2021-01-13,1196,0,0
JAMES,GONZALEZ,543855642.0,2198.0,67,1967.0,2.0,7.0,,A001197,GPS,1967-02-07,2019-07-22,1197,0,1
WILLIAM,FRAZIER,382149625.0,2199.0,40,1973.0,11.0,20.0,,A001198,GPS,1973-11-20,2021-10-23,1198,0,1
WILLIAM,MORRIS,696185686.0,2200.0,44,2000.0,8.0,27.0,,A001199,CPS,2000-08-27,2020-07-12,1199,1,0
MARY,JOHNSON,984044519.0,2201.0,32,1970.0,12.0,17.0,,A001200,CPS,1970-12-17,2021-11-14,1200,1,1
JOSE,HICKS,927355146.0,2202.0,32,1996.0,7.0,10.0,,A001201,GPS,1996-07-10,2022-11-02,1201,1,0
CAROLYN,MORGAN,625400736.0,2203.0,23,1996.0,1.0,12.0,,A001202,GPS,1996-01-12,2020-03-09,1202,1,0
SARAH,GILBERT,546333117.0,2204.0,33,1983.0,2.0,26.0,,A001203,CPS,1983-02-26,2020-12-24,1203,0,0
JENNIFER,SNYDER,549801986.0,2205.0,53,1971.0,4.0,14.0,,A001204,GPS,1971-04-14,2020-12-25,1204,1,0
MARY,KING,532247455.0,2206.0,5,1971.0,8.0,23.0,,A001205,CPS,1971-08-23,2021-07-08,1205,0,1
KEITH,GARCIA,824351423.0,2207.0,28,1974.0,6.0,12.0,,A001206,GPS,1974-06-12,2020-06-11,1206,1,1
TYLER,THOMAS,305242079.0,2208.0,35,1967.0,10.0,19.0,,A001207,CPS,1967-10-19,2020-08-04,1207,0,1
PATRICIA,JOHNSON,275547843.0,2209.0,2,1987.0,4.0,18.0,,A001208,CPS,1987-04-18,2020-01-12,1208,1,0
CARLOS,SMITH,481253012.0,2210.0,4,1980.0,9.0,5.0,,A001209,CPS,1980-09-05,2022-11-08,1209,0,0
DAVID,REED,857139129.0,2211.0,8,1976.0,6.0,4.0,2.0,A001210,CPS,1976-06-04,2018-07-05,1210,0,1
JEAN,WATTS,222369732.0,2212.0,8,1989.0,10.0,26.0,,A001211,CPS,1989-10-26,2018-11-20,1211,1,0
JAMES,WATSON,763075802.0,2213.0,46,1986.0,4.0,2.0,,A001212,CPS,1986-04-02,2020-04-27,1212,0,0
MARIA,MARTIN,579662346.0,2214.0,47,1961.0,9.0,8.0,,A001213,GPS,1961-09-08,2018-06-20,1213,0,0
KENNETH,ALVAREZ,713654676.0,2215.0,37,1992.0,1.0,1.0,,A001214,GPS,1992-01-01,2021-10-09,1214,1,1
JOHN,FREEMAN,904931874.0,2216.0,30,2000.0,4.0,7.0,,A001215,CPS,2000-04-07,2022-01-09,1215,0,0
JEFFREY,THOMPSON,937292492.0,2217.0,34,2003.0,11.0,6.0,,A001216,GPS,2003-11-06,2018-11-11,1216,1,0
ROBERT,JONES,407024438.0,2218.0,28,2002.0,9.0,14.0,,A001217,CPS,2002-09-14,2021-06-09,1217,1,0
RONALD,COOK,174090042.0,2219.0,46,1969.0,1.0,5.0,,A001218,CPS,1969-01-05,2020-03-14,1218,0,0
ROBERT,MURRAY,216953019.0,2220.0,46,1996.0,5.0,21.0,,A001219,CPS,1996-05-21,2021-12-27,1219,0,1
NANCY,STEWART,541043620.0,2221.0,24,2000.0,4.0,10.0,,A001220,CPS,2000-04-10,2020-04-28,1220,0,1
PHILIP,HART,393151341.0,2222.0,63,1976.0,2.0,16.0,,A001221,CPS,1976-02-16,2019-11-05,1221,1,0
PATRICIA,EDWARDS,292073348.0,2223.0,47,1990.0,8.0,23.0,,A001222,CPS,1990-08-23,2022-09-12,1222,0,0
GRACE,JOHNSON,786892746.0,2224.0,48,2001.0,7.0,11.0,,A001223,CPS,2001-07-11,2019-06-27,1223,1,1
JAMES,CRUZ,134320805.0,2225.0,15,1970.0,10.0,18.0,,A001224,GPS,1970-10-18,2019-03-02,1224,0,0
LINDA,BLACK,511792761.0,2226.0,64,1974.0,2.0,4.0,,A001225,CPS,1974-02-04,2019-06-10,1225,1,0
ANGELA,ROBINSON,472207725.0,2227.0,66,2003.0,2.0,23.0,,A001226,CPS,2003-02-23,2021-04-22,1226,0,0
MARY,PERRY,178110662.0,2228.0,26,1992.0,7.0,15.0,,A001227,CPS,1992-07-15,2018-12-13,1227,1,0
BARBARA,MILLS,250351770.0,2229.0,8,2004.0,9.0,8.0,,A001228,GPS,2004-09-08,2020-03-03,1228,1,1
NATHAN,JONES,838245868.0,2230.0,3,1967.0,1.0,3.0,,A001229,GPS,1967-01-03,2021-02-10,1229,0,1
LISA,MILES,951424471.0,2231.0,64,1968.0,5.0,14.0,,A001230,GPS,1968-05-14,2018-02-21,1230,1,1
MARY,ROBERTS,506898907.0,2232.0,61,1965.0,8.0,13.0,,A001231,CPS,1965-08-13,2022-01-28,1231,1,1
JOHN,MILLER,294641776.0,2233.0,25,1965.0,10.0,13.0,,A001232,CPS,1965-10-13,2019-11-27,1232,1,0
ANGELA,TUCKER,265754026.0,2234.0,61,1984.0,1.0,3.0,,A001233,CPS,1984-01-03,2019-04-16,1233,1,1
JAMES,VASQUEZ,411909852.0,2235.0,41,1965.0,1.0,18.0,,A001234,CPS,1965-01-18,2018-09-03,1234,1,0
CAROL,WILLIAMS,312965077.0,2236.0,6,1986.0,1.0,28.0,,A001235,CPS,1986-01-28,2019-07-07,1235,0,0
JOYCE,ANDERSON,921052876.0,2237.0,57,1965.0,9.0,4.0,,A001236,GPS,1965-09-04,2021-11-10,1236,1,1
JANICE,ROMERO,936851314.0,2238.0,53,1996.0,10.0,4.0,,A001237,CPS,1996-10-04,2021-07-09,1237,0,0
JOHN,GRAY,307255182.0,2239.0,3,1969.0,9.0,13.0,,A001238,CPS,1969-09-13,2021-11-24,1238,0,0
RAYMOND,HAYNES,472966519.0,2240.0,23,2002.0,6.0,5.0,,A001239,GPS,2002-06-05,2019-11-28,1239,0,0
MARY,HUGHES,112537190.0,2241.0,20,1972.0,1.0,6.0,,A001240,GPS,1972-01-06,2022-01-04,1240,1,1
BOBBY,VARGAS,728466311.0,2242.0,4,2000.0,6.0,5.0,,A001241,CPS,2000-06-05,2020-02-01,1241,1,1
MATTHEW,JACKSON,373669396.0,2243.0,4,1965.0,3.0,5.0,,A001242,CPS,1965-03-05,2020-11-12,1242,0,1
JOHN,WOOD,900066543.0,2244.0,31,1960.0,3.0,25.0,,A001243,CPS,1960-03-25,2020-05-01,1243,0,1
EMILY,HALL,474943052.0,2245.0,57,2004.0,5.0,7.0,,A001244,GPS,2004-05-07,2021-06-22,1244,0,0
BRITTANY,SMITH,978026710.0,2246.0,46,1966.0,7.0,24.0,,A001245,GPS,1966-07-24,2018-06-28,1245,1,0
JOE,FOX,869341275.0,2247.0,44,1970.0,5.0,22.0,,A001246,GPS,1970-05-22,2020-10-12,1246,1,1
CAROL,GUTIERREZ,164195190.0,2248.0,65,1991.0,9.0,8.0,,A001247,GPS,1991-09-08,2021-11-13,1247,0,0
JAMES,SMITH,707194706.0,2249.0,27,1975.0,5.0,1.0,,A001248,GPS,1975-05-01,2022-03-03,1248,1,1
JENNIFER,RODRIGUEZ,670815559.0,2250.0,18,1996.0,6.0,11.0,,A001249,CPS,1996-06-11,2019-09-21,1249,0,1
MARY,RHODES,267214768.0,2251.0,8,1988.0,10.0,27.0,1.0,A001250,CPS,1988-10-27,2022-05-20,1250,1,0
DEBRA,HICKS,121482737.0,2252.0,50,1995.0,2.0,23.0,,A001251,GPS,1995-02-23,2018-09-23,1251,0,1
JOSEPH,MILLER,235816767.0,2253.0,8,1980.0,7.0,1.0,3.0,A001252,GPS,1980-07-01,2019-06-01,1252,0,0
JAMES,GARCIA,946197122.0,2254.0,46,1998.0,7.0,17.0,,A001253,CPS,1998-07-17,2018-06-07,1253,0,0
MARY,RODRIGUEZ,375257311.0,2255.0,2,2000.0,11.0,22.0,,A001254,GPS,2000-11-22,2021-07-07,1254,0,1
ANDREW,GORDON,688528989.0,2256.0,44,1971.0,7.0,8.0,1.0,A001255,GPS,1971-07-08,2022-09-05,1255,1,1
JOSEPH,MEYER,610128186.0,2257.0,8,1998.0,6.0,12.0,,A001256,GPS,1998-06-12,2020-09-13,1256,0,0
MARK,GOMEZ,617398914.0,2258.0,4,1979.0,7.0,28.0,,A001257,CPS,1979-07-28,2022-09-05,1257,1,1
ASHLEY,RICE,783181389.0,2259.0,46,1985.0,7.0,11.0,,A001258,CPS,1985-07-11,2021-03-09,1258,1,1
PAMELA,GONZALEZ,653240297.0,2260.0,54,1982.0,2.0,20.0,,A001259,CPS,1982-02-20,2021-09-11,1259,0,1
GEORGE,RYAN,203780456.0,2261.0,39,1980.0,2.0,4.0,,A001260,GPS,1980-02-04,2021-07-01,1260,0,1
THOMAS,STEPHENS,354226615.0,2262.0,40,1984.0,4.0,13.0,,A001261,GPS,1984-04-13,2019-02-18,1261,0,1
JOHN,TAYLOR,570646045.0,2263.0,60,1969.0,5.0,3.0,,A001262,CPS,1969-05-03,2020-06-26,1262,1,0
MARY,JENKINS,252965451.0,2264.0,52,1963.0,10.0,1.0,,A001263,CPS,1963-10-01,2021-07-04,1263,1,1
JOHN,SMITH,948329869.0,2265.0,54,1972.0,4.0,8.0,,A001264,CPS,1972-04-08,2021-06-11,1264,0,1
WILLIAM,GARCIA,402654497.0,2266.0,39,1976.0,11.0,14.0,,A001265,CPS,1976-11-14,2018-12-11,1265,1,1
RUTH,RAMIREZ,556795486.0,2267.0,4,2004.0,8.0,1.0,,A001266,GPS,2004-08-01,2021-08-14,1266,1,1
MARY,EDWARDS,361953667.0,2268.0,1,1991.0,7.0,11.0,,A001267,CPS,1991-07-11,2019-04-14,1267,1,0
KEITH,GONZALEZ,849690438.0,2269.0,32,1965.0,6.0,24.0,,A001268,CPS,1965-06-24,2021-06-02,1268,1,1
RICHARD,MENDOZA,118679348.0,2270.0,39,1973.0,9.0,8.0,,A001269,GPS,1973-09-08,2018-01-03,1269,0,0
CHARLES,WILLIAMS,247452329.0,2271.0,41,1962.0,8.0,26.0,,A001270,CPS,1962-08-26,2022-03-14,1270,1,0
MELISSA,SMITH,557145859.0,2272.0,50,1966.0,11.0,5.0,,A001271,CPS,1966-11-05,2021-09-26,1271,1,0
SHIRLEY,BROWN,894717259.0,2273.0,20,2002.0,4.0,15.0,,A001272,GPS,2002-04-15,2019-03-23,1272,1,1
KATHLEEN,PERKINS,856825720.0,2274.0,12,2002.0,8.0,15.0,2.0,A001273,CPS,2002-08-15,2020-08-24,1273,0,1
JAMES,SHAW,784998468.0,2275.0,6,1990.0,8.0,26.0,,A001274,CPS,1990-08-26,2019-02-07,1274,0,0
KAREN,BOYD,145245946.0,2276.0,48,1996.0,9.0,24.0,,A001275,GPS,1996-09-24,2019-07-01,1275,0,0
NATALIE,PETERSON,791237462.0,2277.0,32,1965.0,9.0,6.0,,A001276,CPS,1965-09-06,2020-03-16,1276,1,1
MARILYN,CASTILLO,359934542.0,2278.0,62,1971.0,11.0,18.0,,A001277,GPS,1971-11-18,2022-06-25,1277,0,1
SCOTT,MILLER,368619158.0,2279.0,2,1972.0,2.0,7.0,,A001278,GPS,1972-02-07,2020-11-19,1278,1,1
BARBARA,MARTIN,366369130.0,2280.0,65,1972.0,8.0,3.0,,A001279,GPS,1972-08-03,2018-10-09,1279,0,0
ROY,BROWN,357225221.0,2281.0,12,1962.0,12.0,9.0,,A001280,GPS,1962-12-09,2020-09-28,1280,1,0
LORI,BENNETT,100373136.0,2282.0,39,1966.0,9.0,25.0,,A001281,CPS,1966-09-25,2018-07-08,1281,0,0
ELIZABETH,FLORES,375998600.0,2283.0,11,1969.0,8.0,24.0,,A001282,CPS,1969-08-24,2021-10-21,1282,0,1
ANTHONY,WILLIAMS,581002626.0,2284.0,66,1981.0,2.0,27.0,1.0,A001283,CPS,1981-02-27,2018-12-22,1283,0,1
RACHEL,HERNANDEZ,335115166.0,2285.0,45,2004.0,11.0,24.0,,A001284,GPS,2004-11-24,2018-04-02,1284,1,1
MARY,HERNANDEZ,777821821.0,2286.0,66,1965.0,8.0,8.0,,A001285,CPS,1965-08-08,2019-02-17,1285,0,0
RAY,TUCKER,709134036.0,2287.0,59,1998.0,4.0,20.0,,A001286,GPS,1998-04-20,2019-12-24,1286,1,0
ASHLEY,JONES,823217660.0,2288.0,18,1986.0,9.0,9.0,,A001287,CPS,1986-09-09,2020-09-09,1287,1,1
SUSAN,CARTER,899668050.0,2289.0,22,1989.0,6.0,16.0,,A001288,CPS,1989-06-16,2018-10-15,1288,1,1
SARAH,COLEMAN,644135170.0,2290.0,54,1969.0,2.0,7.0,2.0,A001289,CPS,1969-02-07,2018-11-21,1289,1,1
JAMES,COOK,412450234.0,2291.0,30,1992.0,12.0,17.0,,A001290,GPS,1992-12-17,2021-04-28,1290,0,1
NICHOLAS,JENKINS,303605245.0,2292.0,20,1965.0,9.0,13.0,,A001291,GPS,1965-09-13,2022-01-27,1291,1,1
RAYMOND,MARTINEZ,841162499.0,2293.0,42,1966.0,6.0,23.0,,A001292,GPS,1966-06-23,2018-08-14,1292,1,0
JAMES,ADAMS,854277019.0,2294.0,1,1961.0,9.0,12.0,,A001293,GPS,1961-09-12,2022-11-25,1293,1,0
EMILY,MASON,591629823.0,2295.0,22,1979.0,6.0,6.0,,A001294,CPS,1979-06-06,2020-10-02,1294,1,0
MARGARET,DAVIS,245101678.0,2296.0,45,1986.0,12.0,21.0,,A001295,GPS,1986-12-21,2021-02-08,1295,1,1
ASHLEY,MARTINEZ,518317496.0,2297.0,34,1983.0,11.0,24.0,,A001296,CPS,1983-11-24,2020-02-14,1296,1,1
RICHARD,ROBINSON,604346331.0,2298.0,64,1962.0,12.0,7.0,,A001297,CPS,1962-12-07,2021-02-01,1297,1,0
RICHARD,JENKINS,453609554.0,2299.0,38,1967.0,2.0,9.0,,A001298,CPS,1967-02-09,2021-06-10,1298,1,1
JAMES,WILLIAMS,728803982.0,2300.0,27,1975.0,10.0,19.0,,A001299,GPS,1975-10-19,2018-01-17,1299,1,1
JENNIFER,ARNOLD,668804157.0,2301.0,46,1973.0,8.0,25.0,,A001300,CPS,1973-08-25,2021-04-02,1300,0,0
KAREN,POTTER,938180639.0,2302.0,17,1972.0,10.0,17.0,,A001301,GPS,1972-10-17,2020-06-03,1301,0,1
DANIEL,RUSSELL,327999015.0,2303.0,1,1980.0,3.0,13.0,,A001302,GPS,1980-03-13,2022-05-14,1302,0,0
MARK,MARTIN,948133485.0,2304.0,6,1995.0,1.0,1.0,2.0,A001303,CPS,1995-01-01,2018-10-01,1303,1,0
JESSE,BENNETT,934593677.0,2305.0,36,1970.0,7.0,5.0,,A001304,CPS,1970-07-05,2021-01-01,1304,1,0
MARK,MCGUIRE,832770655.0,2306.0,47,1962.0,8.0,22.0,,A001305,GPS,1962-08-22,2018-11-22,1305,1,1
MICHELLE,JOHNSON,638585463.0,2307.0,60,1995.0,3.0,13.0,,A001306,GPS,1995-03-13,2021-04-04,1306,0,0
KATHERINE,RYAN,633986654.0,2308.0,1,1979.0,2.0,17.0,,A001307,CPS,1979-02-17,2018-05-09,1307,1,1
PATRICK,PERRY,482149044.0,2309.0,21,1987.0,1.0,7.0,,A001308,CPS,1987-01-07,2019-12-10,1308,0,0
SANDRA,BRADLEY,364841498.0,2310.0,27,1966.0,6.0,12.0,,A001309,CPS,1966-06-12,2021-07-18,1309,0,1
CHRISTOPHER,MILES,334967235.0,2311.0,57,1985.0,4.0,2.0,,A001310,GPS,1985-04-02,2022-12-17,1310,1,1
JOHN,LOPEZ,323168586.0,2312.0,63,1969.0,12.0,6.0,,A001311,GPS,1969-12-06,2018-02-04,1311,1,0
FRANK,STEWART,743589710.0,2313.0,4,1975.0,9.0,19.0,,A001312,CPS,1975-09-19,2022-06-15,1312,0,0
JOHN,HARRIS,591446527.0,2314.0,62,1961.0,2.0,9.0,,A001313,GPS,1961-02-09,2020-09-01,1313,0,1
JEFFREY,SMITH,475885508.0,2315.0,43,1972.0,9.0,23.0,,A001314,GPS,1972-09-23,2022-08-21,1314,1,1
JAMES,RODRIGUEZ,897845561.0,2316.0,63,2002.0,11.0,3.0,,A001315,GPS,2002-11-03,2018-06-18,1315,0,0
VICTORIA,BROOKS,138614490.0,2317.0,55,1982.0,11.0,8.0,,A001316,GPS,1982-11-08,2019-07-19,1316,1,0
GARY,RODRIGUEZ,105379554.0,2318.0,46,1970.0,3.0,17.0,,A001317,CPS,1970-03-17,2021-11-09,1317,0,0
HELEN,JONES,732788356.0,2319.0,63,1973.0,5.0,13.0,,A001318,GPS,1973-05-13,2021-07-27,1318,1,0
OLIVIA,SMITH,787343035.0,2320.0,28,1965.0,12.0,7.0,1.0,A001319,GPS,1965-12-07,2020-10-28,1319,0,0
PATRICIA,GARCIA,435986343.0,2321.0,37,1970.0,5.0,16.0,,A001320,GPS,1970-05-16,2022-11-22,1320,0,1
CHARLES,REYES,808710989.0,2322.0,43,1970.0,10.0,25.0,2.0,A001321,GPS,1970-10-25,2022-10-18,1321,0,1
HAROLD,RAMIREZ,399043992.0,2323.0,25,1980.0,12.0,27.0,,A001322,CPS,1980-12-27,2019-12-16,1322,1,1
MARY,JOHNSON,476703843.0,2324.0,62,1972.0,5.0,2.0,2.0,A001323,GPS,1972-05-02,2018-12-28,1323,1,0
BARBARA,WILSON,667307996.0,2325.0,47,1968.0,4.0,5.0,,A001324,GPS,1968-04-05,2020-02-13,1324,1,1
MICHAEL,JOHNSON,904464303.0,2326.0,63,1969.0,10.0,3.0,1.0,A001325,GPS,1969-10-03,2018-02-23,1325,1,1
DENISE,CLARK,246648026.0,2327.0,27,1984.0,2.0,11.0,,A001326,GPS,1984-02-11,2021-08-19,1326,1,1
DONNA,CHAVEZ,705160217.0,2328.0,26,1966.0,11.0,22.0,,A001327,GPS,1966-11-22,2018-10-14,1327,0,0
DAVID,HARPER,378187465.0,2329.0,24,1990.0,10.0,24.0,,A001328,GPS,1990-10-24,2022-05-28,1328,1,1
LARRY,CLARK,460085504.0,2330.0,34,1970.0,8.0,18.0,,A001329,GPS,1970-08-18,2018-05-01,1329,1,0
RICHARD,ANDERSON,441161357.0,2331.0,49,1978.0,9.0,8.0,,A001330,CPS,1978-09-08,2022-07-11,1330,0,0
MICHAEL,WOOD,761557205.0,2332.0,22,1988.0,9.0,28.0,,A001331,GPS,1988-09-28,2018-06-28,1331,1,0
LINDA,GARCIA,383211435.0,2333.0,39,1978.0,4.0,28.0,,A001332,GPS,1978-04-28,2018-08-02,1332,0,1
BARBARA,FERGUSON,938884150.0,2334.0,28,1982.0,6.0,19.0,,A001333,CPS,1982-06-19,2022-02-07,1333,1,1
GREGORY,HAYNES,123880108.0,2335.0,67,1993.0,1.0,20.0,,A001334,CPS,1993-01-20,2019-10-06,1334,0,1
CHRISTOPHER,THOMAS,221310815.0,2336.0,41,1979.0,8.0,14.0,,A001335,GPS,1979-08-14,2022-06-22,1335,0,1
ELIZABETH,LEWIS,995697095.0,2337.0,17,1987.0,10.0,13.0,,A001336,CPS,1987-10-13,2020-12-15,1336,0,1
CHARLES,SMITH,471355923.0,2338.0,35,1980.0,10.0,23.0,,A001337,CPS,1980-10-23,2020-10-05,1337,1,1
JAMES,MASON,893170298.0,2339.0,29,1973.0,4.0,2.0,,A001338,GPS,1973-04-02,2020-02-04,1338,0,1
MARY,SMITH,182164067.0,2340.0,13,2003.0,6.0,15.0,,A001339,GPS,2003-06-15,2020-01-24,1339,0,1
LAURA,SMITH,321312720.0,2341.0,38,1991.0,11.0,7.0,,A001340,CPS,1991-11-07,2019-09-28,1340,0,0
DAVID,ADAMS,704057941.0,2342.0,28,1994.0,12.0,22.0,,A001341,CPS,1994-12-22,2022-01-07,1341,1,1
BILLY,NELSON,208404720.0,2343.0,44,2001.0,3.0,28.0,,A001342,CPS,2001-03-28,2018-05-17,1342,0,0
MARY,TAYLOR,831569607.0,2344.0,36,1977.0,3.0,11.0,,A001343,GPS,1977-03-11,2018-10-26,1343,1,1
DENNIS,LANE,532023296.0,2345.0,56,1984.0,11.0,27.0,,A001344,GPS,1984-11-27,2021-02-24,1344,0,0
LINDA,REYES,670579852.0,2346.0,45,1989.0,10.0,6.0,3.0,A001345,GPS,1989-10-06,2022-01-12,1345,1,1
PATRICIA,WEAVER,380518269.0,2347.0,10,1980.0,8.0,8.0,,A001346,CPS,1980-08-08,2021-07-08,1346,1,1
WILLIAM,WILSON,485740634.0,2348.0,24,1990.0,5.0,5.0,,A001347,CPS,1990-05-05,2019-02-21,1347,1,0
SARAH,HUNTER,132056949.0,2349.0,65,1996.0,4.0,23.0,,A001348,CPS,1996-04-23,2021-10-06,1348,1,1
ROBERT,NELSON,246456979.0,2350.0,31,1990.0,5.0,19.0,,A001349,CPS,1990-05-19,2019-05-01,1349,0,1
JAMES,BRADLEY,953671497.0,2351.0,26,1980.0,10.0,6.0,,A001350,CPS,1980-10-06,2020-11-24,1350,1,0
JANET,HOLMES,421634449.0,2352.0,59,1977.0,11.0,20.0,,A001351,GPS,1977-11-20,2020-12-17,1351,0,0
RACHEL,SIMPSON,897481579.0,2353.0,43,1982.0,11.0,10.0,,A001352,GPS,1982-11-10,2021-05-26,1352,0,1
JAMES,LEE,528208107.0,2354.0,62,1984.0,3.0,17.0,,A001353,CPS,1984-03-17,2019-11-09,1353,0,1
LINDA,GARRETT,328600706.0,2355.0,61,1964.0,10.0,6.0,,A001354,GPS,1964-10-06,2022-10-08,1354,1,0
SARAH,MILLER,369404707.0,2356.0,24,1977.0,9.0,25.0,,A001355,CPS,1977-09-25,2022-06-22,1355,0,0
FRANK,JOHNSON,589896808.0,2357.0,67,1991.0,4.0,7.0,,A001356,GPS,1991-04-07,2018-01-01,1356,1,1
JESSICA,MILLER,143240014.0,2358.0,60,1988.0,9.0,2.0,,A001357,GPS,1988-09-02,2018-03-12,1357,1,0
MICHAEL,HARRIS,931936402.0,2359.0,42,1979.0,2.0,7.0,,A001358,GPS,1979-02-07,2022-04-21,1358,0,1
ROBERT,JOHNSON,385372015.0,2360.0,37,1963.0,5.0,15.0,,A001359,CPS,1963-05-15,2021-08-03,1359,0,0
AMANDA,ROGERS,675120673.0,2361.0,30,1983.0,11.0,28.0,,A001360,GPS,1983-11-28,2019-01-06,1360,1,1
ELIZABETH,LEWIS,841897994.0,2362.0,58,2003.0,1.0,10.0,,A001361,GPS,2003-01-10,2022-08-26,1361,0,0
DONALD,ROBINSON,776307268.0,2363.0,38,1973.0,12.0,28.0,,A001362,GPS,1973-12-28,2019-05-24,1362,0,0
SHARON,HILL,760032470.0,2364.0,49,1964.0,6.0,14.0,,A001363,CPS,1964-06-14,2020-09-24,1363,1,1
RAY,CARLSON,833186328.0,2365.0,37,1976.0,11.0,25.0,,A001364,GPS,1976-11-25,2021-08-13,1364,0,0
GABRIEL,GRAVES,890271352.0,2366.0,28,2003.0,6.0,7.0,,A001365,CPS,2003-06-07,2019-08-28,1365,1,1
NICOLE,MARTINEZ,993892404.0,2367.0,32,1966.0,8.0,3.0,,A001366,GPS,1966-08-03,2021-07-02,1366,0,0
JAMES,WALKER,226859740.0,2368.0,46,1960.0,3.0,15.0,,A001367,GPS,1960-03-15,2018-07-19,1367,0,1
ROBERT,RODRIGUEZ,733912619.0,2369.0,51,1996.0,5.0,10.0,,A001368,CPS,1996-05-10,2020-10-28,1368,0,0
JAMES,TURNER,339858290.0,2370.0,53,1965.0,1.0,25.0,,A001369,CPS,1965-01-25,2018-04-19,1369,1,1
JONATHAN,JAMES,853282195.0,2371.0,44,1977.0,10.0,6.0,,A001370,GPS,1977-10-06,2019-01-23,1370,0,0
JAMES,RAMOS,721005510.0,2372.0,45,1995.0,8.0,12.0,,A001371,CPS,1995-08-12,2021-09-21,1371,0,1
JOAN,VARGAS,729263811.0,2373.0,57,1980.0,10.0,21.0,,A001372,CPS,1980-10-21,2021-10-17,1372,1,1
PATRICIA,WILLIAMS,590241681.0,2374.0,38,1962.0,2.0,16.0,,A001373,GPS,1962-02-16,2018-09-09,1373,0,0
LAUREN,RUSSELL,325516093.0,2375.0,55,1982.0,10.0,2.0,3.0,A001374,GPS,1982-10-02,2021-03-12,1374,1,0
MARY,ROBINSON,201814073.0,2376.0,40,1999.0,4.0,3.0,1.0,A001375,GPS,1999-04-03,2022-07-01,1375,1,0
ERIC,SMITH,107011967.0,2377.0,33,1964.0,1.0,10.0,,A001376,CPS,1964-01-10,2021-09-03,1376,1,1
BRANDON,PETERS,267211897.0,2378.0,8,1974.0,10.0,25.0,,A001377,GPS,1974-10-25,2019-07-06,1377,1,1
PATRICIA,TAYLOR,748021851.0,2379.0,39,1961.0,12.0,4.0,,A001378,GPS,1961-12-04,2022-03-03,1378,1,0
ANDREW,SMITH,740935464.0,2380.0,27,1997.0,10.0,24.0,,A001379,CPS,1997-10-24,2022-09-18,1379,1,1
JAMES,PAYNE,147700519.0,2381.0,44,1984.0,9.0,28.0,,A001380,CPS,1984-09-28,2019-05-05,1380,0,0
ROBERT,HERNANDEZ,256801691.0,2382.0,7,1967.0,5.0,15.0,,A001381,GPS,1967-05-15,2022-02-22,1381,1,1
ERIC,SMITH,956665106.0,2383.0,57,1975.0,8.0,5.0,,A001382,GPS,1975-08-05,2020-09-12,1382,0,1
WILLIAM,ANDERSON,169248193.0,2384.0,23,1973.0,11.0,22.0,2.0,A001383,GPS,1973-11-22,2021-02-22,1383,1,0
CHARLES,WATSON,329882473.0,2385.0,31,1979.0,2.0,24.0,,A001384,CPS,1979-02-24,2018-01-10,1384,0,1
GARY,CRAWFORD,141906245.0,2386.0,53,1973.0,10.0,12.0,,A001385,GPS,1973-10-12,2020-12-05,1385,0,0
DAVID,BROWN,475826300.0,2387.0,10,1992.0,3.0,26.0,,A001386,GPS,1992-03-26,2019-08-15,1386,1,1
BRIAN,WILSON,837503527.0,2388.0,15,1964.0,1.0,11.0,,A001387,GPS,1964-01-11,2020-08-04,1387,1,0
ANGELA,JACKSON,297132087.0,2389.0,1,1985.0,1.0,21.0,,A001388,CPS,1985-01-21,2019-05-03,1388,0,0
JULIE,DIXON,151103979.0,2390.0,15,1994.0,11.0,19.0,,A001389,GPS,1994-11-19,2020-11-13,1389,1,0
EDWARD,HERNANDEZ,243877308.0,2391.0,60,1971.0,2.0,10.0,,A001390,CPS,1971-02-10,2020-04-18,1390,1,0
JAMES,HART,815278713.0,2392.0,22,1963.0,3.0,11.0,,A001391,CPS,1963-03-11,2019-06-27,1391,1,1
JENNIFER,MORRIS,453998195.0,2393.0,40,1961.0,10.0,13.0,,A001392,CPS,1961-10-13,2022-07-24,1392,1,0
ROBERT,MORRIS,864996760.0,2394.0,28,1970.0,12.0,3.0,,A001393,CPS,1970-12-03,2021-06-22,1393,0,1
STEVEN,LEWIS,108179955.0,2395.0,42,1982.0,3.0,7.0,,A001394,CPS,1982-03-07,2021-04-23,1394,0,1
RANDY,ALLEN,458729919.0,2396.0,22,1990.0,10.0,24.0,,A001395,GPS,1990-10-24,2022-09-14,1395,1,0
KATHLEEN,SMITH,846928982.0,2397.0,4,1987.0,5.0,28.0,,A001396,CPS,1987-05-28,2019-09-06,1396,1,0
JOSHUA,ANDERSON,555112941.0,2398.0,59,1998.0,12.0,17.0,,A001397,GPS,1998-12-17,2018-08-18,1397,1,0
NANCY,WHITE,488598663.0,2399.0,35,1981.0,2.0,20.0,,A001398,GPS,1981-02-20,2021-04-03,1398,1,0
RICHARD,PRICE,151286368.0,2400.0,45,1980.0,10.0,14.0,,A001399,CPS,1980-10-14,2021-05-24,1399,1,0
